title,tag,info,comments,content
碧血剑,豆瓣图书标签: 金庸,金庸 / 生活.读书.新知三联书店 / 1994-05 / 38.0,(9274人评价),"《碧血剑》当代著名作家金庸著，著于1956年，是金庸的第二部武侠小说。至今为止，已经过三次修订。现收录在《金庸作品集》中。
本书讲的是明末抗清将领袁崇焕之子..."
雪山飞狐,豆瓣图书标签: 金庸,金庸 / 三联书店 / 1999-04 / 12.00元,(20343人评价),本书与金庸另一部小说《飞狐外传》情节相关联，但又各自独立。故事发生在清代乾隆时期的关外。饮马川陶百岁、陶子安父子从雪山中挖出一件宝物，封于铁盒之中。北京平通...
书剑恩仇录,豆瓣图书标签: 金庸,金庸 / 生活·读书·新知三联书店 / 1994-5 / 38.00,(9446人评价),本书是《金庸作品集》之一，也是金庸的第一部小说。书中的内容主要是写红花会英雄试图通过换一个汉族皇帝，乃至通过同一皇帝换一套汉族服装，便以为是抗清大计的完成，...
倚天屠龙记,豆瓣图书标签: 金庸,金庸 / 广州出版社 / 2012-8 / 96.00元,(2061人评价),小说以元朝末年为历史背景，叙述了明教教主、武当弟子张无忌率领明教教众和江湖豪杰反抗元朝暴政的故事。不祥的屠龙刀使主人公少年张无忌幼失怙恃，身中玄冥毒掌，历尽...
鸳鸯刀,豆瓣图书标签: 金庸,金庸,(8246人评价),"小说叙述江湖上盛传的鸳鸯宝刀的秘密以及围绕它发生的故事。
武功不济却自视甚高的太岳四侠为给晋阳大侠萧半和祝寿，拦劫陕西西安府威信镖局为清廷保送的鸳鸯刀，被镖..."
连城诀,豆瓣图书标签: 金庸,金庸 / 三联书店 / 1999-04 / 12.00,(20215人评价),"本部书初发行是以「素心剑」为名，是金庸先生以小时候一段回忆为主而发展出来的故事，疼爱他的家中长工因为冤狱郁郁一生，心中的委屈至垂死才吐露于他。
「连城诀」以..."
﻿莲花,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 作家出版社 / 2006-3 / 25.00元,(90664人评价),"全书收录安妮墨脱之行所拍八张图片，皆沿途所见。
《莲花》叙述年轻女子庆昭身患疾病，滞留高原，静等死亡。中年男人善生刚刚结束追名逐利的暄腾往日，内心长久压抑的..."
夏摩山谷,豆瓣图书标签: 安妮宝贝,庆山 / 江苏凤凰文艺出版社 / 2019-1 / 58.00元,(5682人评价),"庆山2019全新小说
暌违七年
重磅长篇
...................
【编辑推荐】
★ 安妮宝贝改名庆山后的首部重磅长篇，历经七年酝酿，也许是她..."
告别薇安,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 中国社会科学出版社 / 2000-1 / 19.00,(40524人评价),"城市黯淡的背景。白棉布裙的女孩。一个名字叫林的男人。不同的场景和情节。坚持的黑色
主题。爱情和死亡。告别和流浪。"
彼岸花,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 南海出版公司 / 2001-9 / 20.00元,(51257人评价),乔是一个写文字的女人，略带点神精质，总在这个世界上寻找着一些可能并不存在的东西。她写了一本小说，说的是关于一个叫南生的女子的故事，南生爱上了自己父亲的情妇的...
八月未央,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 作家出版社 / 2001-1 / 16.00元,(51588人评价),2000年出版的《八月未央》是安妮宝贝第一本小说散文集，其中虚构和纪实部分文字比例相当，执著于低调的清冷风格，诠释宿命和无常、爱情和死亡、告别和流浪，形成她...
蔷薇岛屿,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 作家出版社 / 2002-8 / 18.00元,(32261人评价),《蔷薇岛屿》安妮宝贝的第四本书。内容为在上海、北京、香港、越南、柬埔寨一路旅途中拍摄的照片及写下的字，留下时光和幻觉的印记，是一本关于旅行、爱和生死的影像书...
清醒纪,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 天津人民出版社 / 2004-10 / 22.00元,(47170人评价),《清醒纪》是安妮宝贝的随笔、小说集。
月童度河,豆瓣图书标签: 安妮宝贝,庆山 / 北京十月文艺出版社 / 2016-6-28 / 45.00,(5361人评价),"这是一种如实和行进的写作，如同灌注之前，把容器清洁。只愿在时间中慢慢成为单纯的人。
《月童度河》是继《素年锦时》后全新散文小说集，用清简的文字，记录了对生活..."
素年锦时,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 作家出版社 / 2007-9 / 27.00元,(56157人评价),"《素年锦时》是安妮宝贝小说散文新作集。
全书以春夏秋冬分章。作者以文字探索自我与外在环境及内心世界的关系，以及与之保持的疏离感。这种疏离感使她得以对照记忆与..."
七月与安生,豆瓣图书标签: 安妮宝贝,安妮宝贝 原著、鬼鬼 改编绘画 / 杭州出版社 / 2002-8 / 17.50元,(14849人评价),《七月与安生》是第一本“网络文学与漫画形式”结合的漫画单行本。整个故事描述的是一段异常凄楚的现代爱情故事，其中既有感人至深的爱情片段，又有钢筋水泥繁华的都市...
春宴,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 湖南文艺出版社 / 2011-8-1 / 39.00元,(17278人评价),"《春宴》是一部形式专注且立意单纯的小说，讲述的命题是：一个人与所置身的时代，可保持一种怎样的关系，以及由爱的试炼而得到的关于人和自我、外界的关系。
安妮宝贝..."
且以永日,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 长江文艺出版社 / 2013-8 / 36.00,(1973人评价),"《且以永日》，安妮宝贝十五年散文精粹，完美呈现。
本书以“诗经”作为编选脉络，叙及爱、情感、家人，以及生死、神圣等命题，保持着安妮宝贝独有的文字质感。
我把..."
得未曾有,豆瓣图书标签: 安妮宝贝,庆山 / 北京十月文艺出版社 / 2014-6 / 49.00元,(6313人评价),"书中记录了她的长途旅行中与四个陌生人的相会：
一位爱作画也善于烹饪的厨子，倡导他的饮食方式；
一位回归农村的摄影师，与妻儿相伴山居，礼敬故乡和大自然；
一位..."
镜湖,豆瓣图书标签: 安妮宝贝,庆山 / 北京联合出版公司 / 2018-6 / 48.00元,(1033人评价),《镜湖》是庆山十八年所著散文的精华集锦，其中有对美好事物直观而单纯的描写，亦有作者关于心性、情感、爱与美、艺术、旅行、创作、自性探索等各方面的深度思考和感悟...
告别薇安,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 北京十月文艺出版社 / 2011-8-1 / 28.00元,(1160人评价),"他不知道她在哪里 她会随时出现 随时离开
他注定安静地等她 没有告别 没有约期
生命是一场漫无尽期的放逐 他们是两颗无知的棋子 站立在宿命的掌心"
眠空,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 北京十月文艺出版社 / 2013-1-1 / 39.50元,(9166人评价),"万事万物，最终只有承诺和牺牲会让我们彼此怀念。
继《素年锦时》之后暌违五年 安妮宝贝最新随笔集
浮生流光 惜物恋人 一念清净 烈焰成池
私人形式的记录，是漂..."
八月未央（修订版）,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 作家出版社 / 2005-8 / 20.00元,(12149人评价),2000年出版的《八月未央》是安妮宝贝的第一本小说散文集，其中虚构和纪实部分文字比例相当，执著于低调的清冷风格，诠释宿命和无常、爱情和死亡、告别和流浪，形成...
二三事,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 南海出版公司 / 2004-1 / 20.00元,(37408人评价),《二三事》讲述了一个关于遗忘和记得的故事。爱与恩慈。从欲望纠缠直到无爱的淡薄和甘心承担。对另一个人的付出和牺牲，试图获得对自我的救赎。生之繁华直至荒芜。书中...
莲花,豆瓣图书标签: 安妮宝贝,安妮宝贝 / 北京十月文艺出版社 / 2011-8-1 / 26.00元,(1239人评价),"她识别他并不自知的向往 让他看到另一个自我  她诱惑他 印证胜过结局 他紧跟她前行 在肉体屈服于虚空之前 在黑暗中趋向光
他凝望一个新世界的诞生
万物寡言 ..."
近在远方,豆瓣图书标签: 安妮宝贝,七堇年、苏枕书、王泽、老王子、庆山（安妮宝贝）、陈思呈、陈丹燕、木遥、郭珊、何袜皮 / 北京联合出版公司 / 2015-3 / 32.80元,(1342人评价),《近在远方》是10位作者的合集，包括七堇年，安妮宝贝，木遥，何袜皮，老王子，陈思呈，苏枕书，郭珊等。整书以“感性和旅行”为主题，讲述了作者们各自的旅行或者口...
﻿人渣反派自救系統 上,豆瓣图书标签: 穿越,墨香銅臭 / 平心工作室 / 2017-7-24 / NTD 330,(4683人评价),"隨書附贈精美明信片一張
身為《狂傲仙魔途》的資深讀者，沈垣對這篇文是大大的不滿。
「傻逼作者傻逼文！」臨終前他罵了這麼一句，於是──
【啟動碼：傻逼作者傻逼..."
时生,豆瓣图书标签: 穿越,[日]东野圭吾 / 徐建雄 / 南海出版公司 / 2010-1 / 25.00,(44181人评价),《时生》为东野圭吾迄今风格最独特的一部，以惊天动地的想象和鬼斧神工的解谜，将幻想、悬疑、穿越、推理、亲情熔为一炉，东野圭吾更称其为迄今“集大成之作”，在东野...
夜旅人,豆瓣图书标签: 穿越,赵熙之 / 百花洲文艺出版社 / 2016-9 / 32.80元,(4988人评价),"1937年7月11日，上海699号公寓。晚上十点整，盛清让结束学界的讨论会返家，廊灯忽然灭了。
2015年7月11日，上海699号公寓。晚上十点整，宗瑛从凶..."
庆余年·壹,豆瓣图书标签: 穿越,猫腻 / 中国友谊出版公司 / 2008-7 / 28.00元,(16385人评价),一个年轻的病人，因为一次毫不意外的经历，重生到一个完全不同的世界，成为古代庆国伯爵府一个并不光彩的私生子。修行无名功诀，踏足京都官场，继承庞大商团……范闲，...
知否知否应是绿肥红瘦,豆瓣图书标签: 穿越,关心则乱 / 中国华侨出版社 / 2018-4-1 / 42.00元,(6091人评价),"“ 我想描写一个繁华的盛世，有英明的君主，果敢的将军，狡黠的投机者，算有遗策的谋略家，有鲜血，有惨烈，更有辉煌的未来。
我想描写一个正在走上坡路的家族，有深..."
庆余年·贰,豆瓣图书标签: 穿越,猫腻 / 中国友谊出版公司 / 2008-07 / 28.00元,(7034人评价),一个年轻的病人，因为一次毫不意外的经历，重生到一个完全不同的世界，成为古代庆国伯爵府一个并不光彩的私生子。修行无名功诀，踏足京都官场，继承庞大商团……范闲，...
人渣反派自救系統 下,豆瓣图书标签: 穿越,墨香銅臭 / 平心工作室 / 2017-7-24 / NTD 330,(2679人评价),"隨書附贈精美明信片一張
為拔下心魔劍，眾人前往埋骨嶺，一會天琅君，
一切，又和當年一樣，以多對一。
可這最終Boss的樣貌卻和沈清秋原本所想的不太一樣，
由..."
北方的空地,豆瓣图书标签: 穿越,杨柳松 / 重庆出版社 / 2011-4 / 68.00元,(2626人评价),《北方的空地》内容简介：人类首次以自力方式横穿大羌塘无人区，羌塘，地球上独有的超级荒原，当我们热衷谈论偏远的阿里和热闹非凡的可可西里时，对这片酷寒的高原依然...
步步惊心,豆瓣图书标签: 穿越,桐华 / 民族出版社 / 2006-6 / 25.00元,(54099人评价),一脚踏空的少女，穿越千年的时空，从繁华都市的深圳来到风云诡变的宫廷。正处于争位时候的阿哥们，款款深情的目光后，带着探究、带着诱惑也带着几分真真假假的心疼。她...
庆余年·叁,豆瓣图书标签: 穿越,猫腻 / 中国友谊出版公司 / 2008-09 / 28.00元,(6111人评价),一个年轻的病人，因为一次毫不意外的经历，重生到一个完全不同的世界，成为古代庆国伯爵府一个并不光彩的私生子。修行无名功诀，踏足京都官场，继承庞大商团……范闲，...
绾青丝,豆瓣图书标签: 穿越,波波 / 百花洲文艺出版社 / 2011-12 / 118.00元,(3057人评价),绾青丝，挽情思，任风雨飘摇，人生不惧。 浮生一梦醉眼看，海如波，心如皓月，雪似天赐。 你自妖娆，我自伴。永不相弃！
庆余年·陆,豆瓣图书标签: 穿越,猫腻 / 中国友谊出版公司 / 2008-10 / 29.80元,(6467人评价),一个年轻的病人，因为一次毫不意外的经历，重生到一个完全不同的世界，成为古代庆国伯爵府一个并不光彩的私生子。修行无名功诀，踏足京都官场，继承庞大商团……范闲，...
人渣反派自救系統 中,豆瓣图书标签: 穿越,墨香銅臭 / 平心工作室 / 2017-7-24 / NTD 330,(2407人评价),"隨書附贈精美明信片一張
從幻花宮水牢逃離的沈清秋，在花月城暴露了行蹤。
陽光下，屋簷上，眼前是滿眼陰沉的洛冰河。
而為了不讓洛冰河被心魔劍反噬，沈清秋選擇了..."
庆余年·肆,豆瓣图书标签: 穿越,猫腻 / 中国友谊出版公司 / 2008-09 / 28.00元,(5904人评价),一个年轻的病人，因为一次毫不意外的经历，重生到一个完全不同的世界，成为古代庆国伯爵府一个并不光彩的私生子。修行无名功诀，踏足京都官场，继承庞大商团……范闲，...
庆余年·伍,豆瓣图书标签: 穿越,猫腻 / 中国友谊出版公司 / 2008-10 / 28.00元,(5702人评价),一个年轻的病人，因为一次毫不意外的经历，重生到一个完全不同的世界，成为古代庆国伯爵府一个并不光彩的私生子。修行无名功诀，踏足京都官场，继承庞大商团……范闲，...
天是红河岸,豆瓣图书标签: 穿越,篠原千绘 / 丁梵馨 / 日本小学馆 / 1990 / 37.00,(19196人评价),夕梨，被古老的土耳其王妃从21世纪带到了斯托塔帝国。王位的争夺战把她卷了进去！是危险也好，是幸福也好，在她不经意发现自己已经深深的爱上了卡尔之时，一切都不重...
宰执天下,豆瓣图书标签: 穿越,Cuslaa / 2019-3,(163人评价),"宰者宰相，执者执政。
上辅君王，下安黎庶，群臣避道，礼绝百僚，是为宰相。
佐政事，定国策，副署诏令，为宰相之亚，是为执政。
因为一场空难，贺方一迈千年，回到..."
